CardCode;GroupName;City;Name;PymntGroup
CN9543;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9544;NO DEDICADO A SALUD;PEREIRA/R;RISARALDA;Contado
CN9545;DISTRIBUIDORES;NEIVA;HUILA;Contado
CN9545;DISTRIBUIDORES;NEIVA;HUILA;Contado
CN9546;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9547;CLINICAS PRIVADAS;BOGOTA;BOGOTA;CREDITO 30 DIAS
CN9548;MED LAB OP AMBUL;VILLAVICENCIO;META;Contado
CN9549;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN9550;OCASION PACIEN PARTI;CALI;NULL;Contado
CN9551;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9552;CLINICAS PRIVADAS;NULL;NULL;CREDITO 30 DIAS
CN9553;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9554;NO DEDICADO A SALUD;IBAGUE;TOLIMA;Contado
CN9555;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN9556;CLINICAS PRIVADAS;BOGOTA;BOGOTA;Contado
CN9557;CLINICAS PRIVADAS;PALMIRA;VALLE DEL CAUCA;Contado
CN9558;NO DEDICADO A SALUD;CALI;NULL;Contado
CN9559;DISTRIBUIDORES;VALLEDUPAR;CESAR;Contado
CN9560;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9561;CLINICAS PRIVADAS;LA TEBAIDA;QUINDIO;Contado
CN9562;DROG FARMACIA Y MISC;JUADALAJARA/ JALISCO;NULL;Contado
CN9563;NO DEDICADO A SALUD;POPAYAN;CAUCA;CREDITO 60 DIAS - 30 DIAS 3%
CN9564;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN9565;MED LAB OP AMBUL;SOACHA;CUNDINAMARCA;CREDITO 30 DIAS
CN9567;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9568;CLINICAS PRIVADAS;ARMENIA;QUINDIO;Contado
CN9569;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9570;DISTRIBUIDORES;PAMIRA;VALLE DEL CAUCA;Contado
CN9571;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS - 30 DIAS 3%
CN9572;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9573;DISTRIBUIDORES;PASTO;NARIÑO;CREDITO 45 DIAS, CONTADO 3%
CN9574;DISTRIBUIDORES;POPAYAN;CAUCA;Contado
CN9575;DISTRIBUIDORES;ITAGUI;ANTIOQUIA;Contado
CN9576;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9577;CLINICAS PRIVADAS;GUADALAJARA DE BUGA;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN9578;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9578;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9579;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9581;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;Contado
CN9582;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9583;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9584;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9585;DISTRIBUIDORES;MEDELLIN;ANTIOQUIA;Contado
CN9586;DISTRIBUIDORES;IBAGUE;VALLE DEL CAUCA;Contado
CN9587;CLINICAS PRIVADAS;PASTO;NARIÑO;CREDITO 30 DIAS 3%, CONTADO 5%
CN9588;DISTRIBUIDORES;CARTAGENA;BOLIVAR;Contado
CN9589;CLINICAS PRIVADAS;VILLAVICENCIO;META;Contado
CN9590;DISTRIBUIDORES;VALLEDUPAR;CESAR;Contado
CN9591;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9593;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9594;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9595;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9596;CLINICAS PRIVADAS;BOGOTA;BOGOTA;CREDITO 90 DIAS, 60 DIAS 3%, 30 DIAS 5%
CN9597;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9598;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9599;DISTRIBUIDORES;MEDELLIN;ANTIOQUIA;Contado
CN9600;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9601;CLINICAS PRIVADAS;BOGOTA;BOGOTA;Contado
CN9602;MED LAB OP AMBUL;BARRANQUILLA;ATLANTICO;Contado
CN9603;CLINICAS PRIVADAS;SAN ANDRES DE TUMACO;NARIÑO;Contado
CN9604;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN9605;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9606;NO DEDICADO A SALUD;PIEDECUESTA;SANTANDER;Contado
CN9607;DROG FARMACIA Y MISC;BARRANQUILLA;ATLANTICO;Contado
CN9608;CLINICAS PRIVADAS;BOGOTA;BOGOTA;CREDITO 90 DIAS, 30 DIAS 3%
CN9609;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9610;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN9611;CLINICAS PRIVADAS;BOGOTA;BOGOTA;Contado
CN9612;DROG FARMACIA Y MISC;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN9613;NO DEDICADO A SALUD;PASTO;NARIÑO;Contado
CN9614;CLINICAS PRIVADAS;TUMACO;NARIÑO;Contado
CN9615;CLINICAS PRIVADAS;CALI;NULL;Contado
CN9616;DISTRIBUIDORES;IBAGUE;TOLIMA;Contado
CN9617;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9618;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9619;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9620;NO DEDICADO A SALUD;FLORIDA;VALLE DEL CAUCA;Contado
CN9621;CLINICAS PRIVADAS;CUCUTA;NORTE DE SANTANDER;Contado
CN9622;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9623;DISTRIBUIDORES;PEREIRA/R;RISARALDA;Contado
CN9624;CLINICAS PRIVADAS;BOGOTA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9625;DISTRIBUIDORES;TULUA;VALLE DEL CAUCA;Contado
CN9626;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;CREDITO 60 DIAS - 30 DIAS 3%
CN9627;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9628;CLINICAS PRIVADAS;BOGOTA;BOGOTA;Contado
CN9628;CLINICAS PRIVADAS;BOGOTA;GUAINIA;Contado
CN9629;CLINICAS PUBLICAS;MEDELLIN;ANTIOQUIA;CREDITO 60 DIAS
CN9630;CLINICAS PRIVADAS;MEDELLIN;VALLE DEL CAUCA;Contado
CN9631;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9632;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9633;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9634;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;Contado
CN9635;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN9636;CLINICAS PRIVADAS;PEREIRA/R;RISARALDA;Contado
CN9637;CLINICAS PUBLICAS;BOGOTA;BOGOTA;CREDITO 120 DIAS
CN9638;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS (CONTADO 3%)
CN9639;DISTRIBUIDORES;MANIZALES/C;CALDAS;CREDITO 30 DIAS (CONTADO 5%)
CN9640;DROG FARMACIA Y MISC;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN9641;DISTRIBUIDORES;BUCARAMANGA;SANTANDER;CREDITO 30 DIAS
CN9642;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN9643;MED LAB OP AMBUL;PEREIRA;RISARALDA;Contado
CN9644;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9645;CLINICAS PRIVADAS;ZARZAL;VALLE DEL CAUCA;Contado
CN9646;VETERINARIOS;CARTAGO;VALLE DEL CAUCA;Contado
CN9647;NO DEDICADO A SALUD;ITAGUI;ANTIOQUIA;Contado
CN9648;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9649;DROG FARMACIA Y MISC;BUENAVENTURA;NULL;Contado
CN9650;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9651;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9652;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9653;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9654;NO DEDICADO A SALUD;VILLA RICA;CAUCA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN9655;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9656;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN9657;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9658;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9659;DISTRIBUIDORES;MONTERIA CENTRO;CORDOBA;Contado
CN9660;CLINICAS PRIVADAS;CARTAGENA;BOLIVAR;Contado
CN9660;CLINICAS PRIVADAS;CARTAGENA;BOLIVAR;Contado
CN9661;CLINICAS PRIVADAS;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN9662;CLINICAS PRIVADAS;IBAGUE;TOLIMA;Contado
CN9663;CLINICAS PRIVADAS;PASTO;NARIÑO;CREDITO 45 DIAS, 30 DIAS 3%, CONTADO 5%
CN9665;VETERINARIOS;NULL;NULL;Contado
CN9666;DISTRIBUIDORES;VALLEDUPAR;CESAR;Contado
CN9667;CLINICAS PRIVADAS;POPAYAN;CAUCA;Contado
CN9668;DISTRIBUIDORES;TULUA;VALLE DEL CAUCA;Contado
CN9669;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9670;DISTRIBUIDORES;POPAYAN;CAUCA;CREDITO 30 DIAS
CN9671;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9672;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9673;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9674;DROG FARMACIA Y MISC;MEDELLIN;ANTIOQUIA;Contado
CN9675;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9676;MED LAB OP AMBUL;BOGOTA;BOGOTA;Contado
CN9678;NO DEDICADO A SALUD;SAN DIEGO;CESAR;Contado
CN9679;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9680;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;Contado
CN9681;CLINICAS PRIVADAS;FLORIDA;VALLE DEL CAUCA;Contado
CN9682;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9683;DISTRIBUIDORES;MANIZALES;CALDAS;Contado
CN9684;NO DEDICADO A SALUD;SANTA MARTA;MAGDALENA;Contado
CN9685;CLINICAS PRIVADAS;BUCARAMANGA;SANTANDER;Contado
CN9686;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9687;CLINICAS PRIVADAS;NEIVA;HUILA;Contado
CN9688;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9689;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9690;VETERINARIOS;ARMENIA;QUINDIO;CREDITO 30 DIAS
CN9691;BELLEZA Y ESTETICA;GUADALAJARA DE BUGA;VALLE DEL CAUCA;Contado
CN9692;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9693;MED LAB OP AMBUL;BOGOTA;BOGOTA;Contado
CN9694;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;Contado
CN9695;NO DEDICADO A SALUD;PUERTO TEJADA;CAUCA;Contado
CN9696;MED LAB OP AMBUL;GUADALAJARA DE BUGA;VALLE DEL CAUCA;Contado
CN9697;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9698;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9699;DISTRIBUIDORES;PASTO;NARIÑO;CREDITO 30 DIAS
CN9700;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9701;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN9702;DROG FARMACIA Y MISC;POPAYAN;CAUCA;Contado
CN9703;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9704;DISTRIBUIDORES;GINEBRA;VALLE DEL CAUCA;Contado
CN9705;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9705;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9706;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN9707;DISTRIBUIDORES;PASTO;NARIÑO;CREDITO 60 DIAS - 30 DIAS 3%
CN9708;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9709;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9710;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9711;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN9712;CLINICAS PRIVADAS;PEREIRA;RISARALDA;Contado
CN9713;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9714;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9715;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9716;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN9717;CLINICAS PRIVADAS;MANIZALES;CALDAS;Contado
CN9718;CLINICAS PUBLICAS;LA TOLA;NARIÑO;Contado
CN9719;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9720;CLINICAS PRIVADAS;BOGOTA;BOGOTA;Contado
CN9721;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9722;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;Contado
CN9723;DISTRIBUIDORES;POPAYAN;VALLE DEL CAUCA;Contado
CN9724;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9725;CLINICAS PRIVADAS;FLORIBLANCA;SANTANDER;CREDITO 120 DIAS - 60 DIAS 3%
CN9726;CLINICAS PRIVADAS;PASTO;NARIÑO;Contado
CN9727;DISTRIBUIDORES;BOGOTA;CUNDINAMARCA;Contado
CN9728;NO DEDICADO A SALUD;PASTO;NARIÑO;Contado
CN9729;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9730;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9731;CLINICAS PRIVADAS;CARTAGENA;BOLIVAR;Contado
CN9732;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN9733;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9734;DISTRIBUIDORES;BARRANQUILLA;ATLANTICO;Contado
CN9735;CLINICAS PRIVADAS;PASTO;NARIÑO;Contado
CN9736;NO DEDICADO A SALUD;MANAURE;LA GUAJIRA;Contado
CN9737;NO DEDICADO A SALUD;MANIZALES/C;CALDAS;Contado
CN9738;CLINICAS PRIVADAS;BARRANQUILLA;ATLANTICO;Contado
CN9739;VETERINARIOS;PALMIRA;VALLE DEL CAUCA;Contado
CN9740;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9741;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9742;MED LAB OP AMBUL;SANTANDER DE QUILICHAO;CAUCA;Contado
CN9743;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9744;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9745;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9746;CLINICAS PRIVADAS;POPAYAN;CAUCA;Contado
CN9747;NO DEDICADO A SALUD;CUCUTA;NORTE DE SANTANDER;Contado
CN9748;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN9749;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9750;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9751;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;CREDITO 60 DIAS - 30 DIAS 3%
CN9752;NO DEDICADO A SALUD;GUACHENE;CAUCA;CREDITO 30 DIAS
CN9753;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9754;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9754;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9755;CLINICAS PRIVADAS;BARRANQUILLA;ATLANTICO;Contado
CN9756;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9757;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9758;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9759;CLINICAS PRIVADAS;TULUA;VALLE DEL CAUCA;Contado
CN9760;MED LAB OP AMBUL;ARMENIA;QUINDIO;Contado
CN9761;DISTRIBUIDORES;TURBO;ANTIOQUIA;Contado
CN9762;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9763;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9764;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9765;NO DEDICADO A SALUD;PEREIRA;RISARALDA;Contado
CN9766;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9767;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9768;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;CREDITO 30 DIAS
CN9769;NO DEDICADO A SALUD;MELGAR;TOLIMA;Contado
CN9770;MED LAB OP AMBUL;YUMBO;VALLE DEL CAUCA;Contado
CN9771;CLINICAS PRIVADAS;BOGOTA;CUNDINAMARCA;Contado
CN9773;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9774;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9775;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN9776;CLINICAS PUBLICAS;PEREIRA;RISARALDA;CREDITO 90 DIAS
CN9777;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9778;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;Contado
CN9779;DISTRIBUIDORES;ITAGUI;ANTIOQUIA;CREDITO 30 DIAS
CN9780;VETERINARIOS;CACERES;ANTIOQUIA;Contado
CN9781;NO DEDICADO A SALUD;ENVIGADO;ANTIOQUIA;Contado
CN9782;CLINICAS PRIVADAS;SANTA MARTA;MAGDALENA;Contado
CN9783;CLINICAS PRIVADAS;PASTO;NARIÑO;Contado
CN9784;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9785;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9786;MED LAB OP AMBUL;ENVIGADO;ANTIOQUIA;CREDITO 60 DIAS
CN9787;CLINICAS PRIVADAS;ARMENIA;QUINDIO;Contado
CN9788;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9789;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9790;NO DEDICADO A SALUD;ARMENIA;QUINDIO;Contado
CN9791;DISTRIBUIDORES;BUCARAMANGA;SANTANDER;Contado
CN9792;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN9793;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9794;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9795;CLINICAS PUBLICAS;ITAGUI;ANTIOQUIA;Contado
CN9796;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9797;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9798;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9799;NO DEDICADO A SALUD;CHIA;CUNDINAMARCA;Contado
CN9800;NO DEDICADO A SALUD;BARRANQUILLA;ATLANTICO;Contado
CN9801;CLINICAS PRIVADAS;PEREIRA;RISARALDA;Contado
CN9802;NO DEDICADO A SALUD;TOLEDO;NORTE DE SANTANDER;Contado
CN9803;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9804;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9805;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9806;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9807;CLINICAS PRIVADAS;NEIVA;HUILA;Contado
CN9808;VETERINARIOS;MEDELLIN;ANTIOQUIA;Contado
CN9809;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9810;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9811;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9812;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9813;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9814;NO DEDICADO A SALUD;CANDELARIA;VALLE DEL CAUCA;Contado
CN9815;DISTRIBUIDORES;TULUA;VALLE DEL CAUCA;Contado
CN9816;DROG FARMACIA Y MISC;YUMBO;VALLE DEL CAUCA;Contado
CN9817;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9818;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9819;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9820;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9821;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9822;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9823;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9824;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9825;CLINICAS PRIVADAS;BOGOTA;CUNDINAMARCA;Contado
CN9826;DISTRIBUIDORES;DOSQUEBRADAS;RISARALDA;Contado
CN9827;CLINICAS PRIVADAS;YUMBO;VALLE DEL CAUCA;Contado
CN9829;NO DEDICADO A SALUD;IPIALES;NARIÑO;Contado
CN9830;VETERINARIOS;POPAYAN;CAUCA;Contado
CN9831;VETERINARIOS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN9832;DISTRIBUIDORES;BOGOTA;CUNDINAMARCA;Contado
CN9833;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9834;NO DEDICADO A SALUD;AGUSTIN CODAZZI;CESAR;Contado
CN9835;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9836;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9837;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9838;NO DEDICADO A SALUD;BARRANQUILLA;ATLANTICO;Contado
CN9839;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9840;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN9841;DISTRIBUIDORES;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN9842;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9843;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9843;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9844;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9844;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9845;CLINICAS PUBLICAS;GINEGRA;VALLE DEL CAUCA;Contado
CN9845;CLINICAS PUBLICAS;GINEGRA;NULL;Contado
CN9846;NO DEDICADO A SALUD;EL DOVIO;NULL;Contado
CN9846;NO DEDICADO A SALUD;EL DOVIO;VALLE DEL CAUCA;Contado
CN9847;DISTRIBUIDORES;BOGOTA D.C.;NULL;Contado
CN9849;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9849;DISTRIBUIDORES;PASTO;NULL;Contado
CN9850;OTRAS ESPECIALID MED;SANTANDER DE QUILICHADO DORADO 1;VALLE DEL CAUCA;Contado
CN9850;OTRAS ESPECIALID MED;SANTANDER DE QUILICHADO DORADO 1;VALLE DEL CAUCA;Contado
CN9851;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9851;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9852;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9852;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9853;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9853;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9854;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9854;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9856;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9856;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9857;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;Contado
CN9857;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;Contado
CN9858;NO DEDICADO A SALUD;NULL;VALLE DEL CAUCA;Contado
CN9858;NO DEDICADO A SALUD;NULL;VALLE DEL CAUCA;Contado
CN9859;NO DEDICADO A SALUD;ARAUCA;ARAUCA;Contado
CN9859;NO DEDICADO A SALUD;ARAUCA;ARAUCA;Contado
CN9860;MEDICOS;CALI;VALLE DEL CAUCA;Contado
CN9860;MEDICOS;CALI;VALLE DEL CAUCA;Contado
CN9861;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9861;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9862;MED LAB OP AMBUL;BUCARAMANGA;SANTANDER;Contado
CN9862;MED LAB OP AMBUL;BUCARAMANGA;SANTANDER;Contado
CN9863;NO DEDICADO A SALUD;VILLAVICENCIO;META;Contado
CN9863;NO DEDICADO A SALUD;VILLAVICENCIO;META;Contado
CN9864;VETERINARIOS;ROLDANILLO;VALLE DEL CAUCA;Contado
CN9864;VETERINARIOS;ROLDANILLO;VALLE DEL CAUCA;Contado
CN9865;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9865;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9866;NO DEDICADO A SALUD;BOGOTA D.C.;CUNDINAMARCA;Contado
CN9866;NO DEDICADO A SALUD;BOGOTA D.C.;CUNDINAMARCA;Contado
CN9867;NO DEDICADO A SALUD;BOGOTA D.C.;CUNDINAMARCA;Contado
